       id       |                                                                                 ver                                                                                  
----------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ReportName   : | O2V-QA-R002 System info - Geometry tables & indexes
 ReportVersion: | v0.0.1/2016-jun-29
 RunTime      : | 2016-06-29 16:48:29.63157+00
 postgis      : | POSTGIS="2.2.0 r14208" GEOS="3.5.0-CAPI-1.9.0 r4084" PROJ="Rel. 4.8.0, 6 March 2012" GDAL="GDAL 1.10.1, released 2013/08/26" LIBXML="2.9.1" LIBJSON="0.11.99" RASTER
 postgresql   : | PostgreSQL 9.5.0 on x86_64-pc-linux-gnu, compiled by gcc (Debian 4.9.2-10) 4.9.2, 64-bit
(5 rows)

                  table_name                  | table_type | n_columns | geomvar_name | typevar_name | idvar_name | n_index | full_total_size | total_relation_size | table_size | indexes_size 
 ne_10m_admin_0_boundary_lines_disputed_areas | ne_10m_admin_0_boundary_lines_disputed_areas_geom_idx |        0 |            0 |             0 | 8192 bytes
 ne_10m_admin_0_boundary_lines_disputed_areas | ne_10m_admin_0_boundary_lines_disputed_areas_pkey     |        0 |            0 |             0 | 16 kB
 ne_10m_admin_0_boundary_lines_land           | ne_10m_admin_0_boundary_lines_land_geom_idx           |        0 |            0 |             0 | 40 kB
 ne_10m_admin_0_boundary_lines_land           | ne_10m_admin_0_boundary_lines_land_pkey               |        0 |            0 |             0 | 32 kB
 ne_10m_admin_1_states_provinces_lines_shp    | ne_10m_admin_1_states_provinces_lines_shp_geom_idx    |        0 |            0 |             0 | 352 kB
 ne_10m_admin_1_states_provinces_lines_shp    | ne_10m_admin_1_states_provinces_lines_shp_pkey        |        0 |            0 |             0 | 176 kB
 ne_10m_lakes                                 | ne_10m_lakes_geom_idx                                 |        0 |            0 |             0 | 96 kB
 ne_10m_lakes                                 | ne_10m_lakes_pkey                                     |        0 |            0 |             0 | 48 kB
 ne_10m_ocean                                 | ne_10m_ocean_geom_idx                                 |        0 |            0 |             0 | 8192 bytes
 ne_10m_ocean                                 | ne_10m_ocean_pkey                                     |        0 |            0 |             0 | 16 kB
 ne_10m_ocean_subdivided                      | ne_10m_ocean_subdivided_geom_idx                      |        0 |            0 |             0 | 80 kB
 ne_10m_ocean_subdivided                      | ne_10m_ocean_subdivided_ogc_fid_idx                   |        0 |            0 |             0 | 56 kB
 ne_10m_populated_places                      | ne_10m_populated_places_geom_idx                      |     3732 |        11684 |         11684 | 376 kB
 ne_10m_populated_places                      | ne_10m_populated_places_pkey                          |        0 |            0 |             0 | 176 kB
 ne_110m_admin_0_boundary_lines_land          | ne_110m_admin_0_boundary_lines_land_geom_idx          |        0 |            0 |             0 | 8192 bytes
 ne_110m_admin_0_boundary_lines_land          | ne_110m_admin_0_boundary_lines_land_pkey              |        0 |            0 |             0 | 16 kB
 ne_110m_lakes                                | ne_110m_lakes_geom_idx                                |        0 |            0 |             0 | 8192 bytes
 ne_110m_lakes                                | ne_110m_lakes_pkey                                    |        0 |            0 |             0 | 16 kB
 ne_110m_ocean                                | ne_110m_ocean_geom_idx                                |        0 |            0 |             0 | 8192 bytes
 ne_110m_ocean                                | ne_110m_ocean_pkey                                    |        0 |            0 |             0 | 16 kB
 ne_110m_ocean_subdivided                     | ne_110m_ocean_subdivided_geom_idx                     |        0 |            0 |             0 | 8192 bytes
 ne_110m_ocean_subdivided                     | ne_110m_ocean_subdivided_ogc_fid_idx                  |        0 |            0 |             0 | 16 kB
 ne_50m_admin_0_boundary_lines_land           | ne_50m_admin_0_boundary_lines_land_geom_idx           |        0 |            0 |             0 | 32 kB
 ne_50m_admin_0_boundary_lines_land           | ne_50m_admin_0_boundary_lines_land_pkey               |        0 |            0 |             0 | 16 kB
 ne_50m_admin_1_states_provinces_lines        | ne_50m_admin_1_states_provinces_lines_geom_idx        |        0 |            0 |             0 | 8192 bytes
 ne_50m_admin_1_states_provinces_lines        | ne_50m_admin_1_states_provinces_lines_pkey            |        0 |            0 |             0 | 16 kB
 ne_50m_lakes                                 | ne_50m_lakes_geom_idx                                 |        0 |            0 |             0 | 24 kB
 ne_50m_lakes                                 | ne_50m_lakes_pkey                                     |        0 |            0 |             0 | 32 kB
 ne_50m_ocean                                 | ne_50m_ocean_geom_idx                                 |        0 |            0 |             0 | 8192 bytes
 ne_50m_ocean                                 | ne_50m_ocean_pkey                                     |        0 |            0 |             0 | 16 kB
 ne_50m_ocean_subdivided                      | ne_50m_ocean_subdivided_geom_idx                      |        0 |            0 |             0 | 8192 bytes
 ne_50m_ocean_subdivided                      | ne_50m_ocean_subdivided_ogc_fid_idx                   |        0 |            0 |             0 | 16 kB
 osm_admin_linestring                         | osm_admin_linestring_geom                             |        0 |            0 |             0 | 80 kB
 osm_admin_linestring                         | osm_admin_linestring_geom_geohash                     |        1 |         1703 |          1703 | 56 kB
 osm_admin_linestring                         | osm_admin_linestring_id_idx                           |        0 |            0 |             0 | 56 kB
 osm_aero_linestring                          | osm_aero_linestring_geom                              |        0 |            0 |             0 | 48 kB
 osm_aero_linestring                          | osm_aero_linestring_geom_geohash                      |        1 |          935 |           935 | 40 kB
 osm_aero_linestring                          | osm_aero_linestring_id_idx                            |        0 |            0 |             0 | 40 kB
 osm_aero_polygon                             | osm_aero_polygon_geom                                 |        0 |            0 |             0 | 24 kB
 osm_aero_polygon                             | osm_aero_polygon_geom_geohash                         |        1 |          312 |           312 | 16 kB
 osm_aero_polygon                             | osm_aero_polygon_id_idx                               |        0 |            0 |             0 | 16 kB
 osm_airport_point                            | osm_airport_point_geom                                |        0 |            0 |             0 | 8192 bytes
 osm_airport_point                            | osm_airport_point_geom_geohash                        |        0 |            0 |             0 | 16 kB
 osm_airport_point                            | osm_airport_point_id_idx                              |        0 |            0 |             0 | 16 kB
 osm_airport_polygon                          | osm_airport_polygon_geom                              |        0 |            0 |             0 | 8192 bytes
 osm_airport_polygon                          | osm_airport_polygon_geom_geohash                      |        0 |            0 |             0 | 16 kB
 osm_airport_polygon                          | osm_airport_polygon_id_idx                            |        0 |            0 |             0 | 16 kB
 osm_barrier_linestring                       | osm_barrier_linestring_geom                           |        0 |            0 |             0 | 2504 kB
 osm_barrier_linestring                       | osm_barrier_linestring_geom_geohash                   |        1 |        45598 |         45598 | 1064 kB
 osm_barrier_linestring                       | osm_barrier_linestring_id_idx                         |        0 |            0 |             0 | 1016 kB
 osm_barrier_polygon                          | osm_barrier_polygon_geom                              |        0 |            0 |             0 | 568 kB
 osm_barrier_polygon                          | osm_barrier_polygon_geom_geohash                      |        1 |        11105 |         11105 | 264 kB
 osm_barrier_polygon                          | osm_barrier_polygon_id_idx                            |        0 |            0 |             0 | 264 kB
 osm_building_polygon                         | osm_building_polygon_geom                             |        0 |            0 |             0 | 106 MB
 osm_building_polygon                         | osm_building_polygon_geom_geohash                     |        1 |      1966496 |       1966496 | 44 MB
 osm_building_polygon                         | osm_building_polygon_id_idx                           |        0 |            0 |             0 | 42 MB
 osm_building_polygon_gen0                    | osm_building_polygon_gen0_geom                        |        0 |            0 |             0 | 3688 kB
 osm_building_polygon_gen0                    | osm_building_polygon_gen0_geom_geohash                |        1 |        67612 |         67612 | 1496 kB
 osm_building_polygon_gen0                    | osm_building_polygon_gen0_id_idx                      |        0 |            0 |             0 | 1496 kB
 osm_housenumber_point                        | osm_housenumber_point_geom                            |        0 |            0 |             0 | 7512 kB
 osm_housenumber_point                        | osm_housenumber_point_geom_geohash                    |        1 |       139946 |        139946 | 5576 kB
 osm_housenumber_point                        | osm_housenumber_point_id_idx                          |        0 |            0 |             0 | 3096 kB
 osm_housenumber_polygon                      | osm_housenumber_polygon_geom                          |        0 |            0 |             0 | 48 MB
 osm_housenumber_polygon                      | osm_housenumber_polygon_geom_geohash                  |        1 |       478885 |        478885 | 42 MB
 osm_housenumber_polygon                      | osm_housenumber_polygon_id_idx                        |        0 |            0 |             0 | 23 MB
 osm_landuse_polygon                          | osm_landuse_polygon_geom                              |        0 |            0 |             0 | 21 MB
 osm_landuse_polygon                          | osm_landuse_polygon_geom_geohash                      |        1 |       225058 |        225058 | 5000 kB
 osm_landuse_polygon                          | osm_landuse_polygon_id_idx                            |        0 |            0 |             0 | 4960 kB
 osm_landuse_polygon_gen0                     | osm_landuse_polygon_gen0_geom                         |        0 |            0 |             0 | 816 kB
 osm_landuse_polygon_gen0                     | osm_landuse_polygon_gen0_geom_geohash                 |        1 |        11421 |         11421 | 272 kB
 osm_landuse_polygon_gen0                     | osm_landuse_polygon_gen0_id_idx                       |        0 |            0 |             0 | 272 kB
 osm_landuse_polygon_gen1                     | osm_landuse_polygon_gen1_geom                         |        0 |            0 |             0 | 4104 kB
 osm_landuse_polygon_gen1                     | osm_landuse_polygon_gen1_geom_geohash                 |        1 |        49572 |         49572 | 1104 kB
 osm_landuse_polygon_gen1                     | osm_landuse_polygon_gen1_id_idx                       |        0 |            0 |             0 | 1104 kB
 osm_landuse_polygon_subdivided               | osm_landuse_polygon_subdivided_geometry_idx           |        0 |            0 |             0 | 21 MB
 osm_landuse_polygon_subdivided               | osm_landuse_polygon_subdivided_id_idx                 |        0 |            0 |             0 | 5216 kB
 osm_landuse_polygon_subdivided               | osm_landuse_polygon_subdivided_st_geohash_idx         |        0 |            0 |             0 | 5256 kB
 osm_landuse_polygon_subdivided_gen0          | osm_landuse_polygon_subdivided_gen0_geometry_idx      |        0 |            0 |             0 | 1048 kB
 osm_landuse_polygon_subdivided_gen0          | osm_landuse_polygon_subdivided_gen0_id_idx            |        0 |            0 |             0 | 336 kB
 osm_landuse_polygon_subdivided_gen0          | osm_landuse_polygon_subdivided_gen0_st_geohash_idx    |        0 |            0 |             0 | 336 kB
 osm_landuse_polygon_subdivided_gen1          | osm_landuse_polygon_subdivided_gen1_geometry_idx      |        0 |            0 |             0 | 4432 kB
 osm_landuse_polygon_subdivided_gen1          | osm_landuse_polygon_subdivided_gen1_id_idx            |        0 |            0 |             0 | 1208 kB
 osm_landuse_polygon_subdivided_gen1          | osm_landuse_polygon_subdivided_gen1_st_geohash_idx    |        0 |            0 |             0 | 1208 kB
 osm_motorway_junction_point                  | osm_motorway_junction_point_geom                      |        0 |            0 |             0 | 48 kB
 osm_motorway_junction_point                  | osm_motorway_junction_point_geom_geohash              |        1 |          758 |           758 | 48 kB
 osm_motorway_junction_point                  | osm_motorway_junction_point_id_idx                    |        0 |            0 |             0 | 40 kB
 osm_mountain_peak_point                      | osm_mountain_peak_point_geom                          |        0 |            0 |             0 | 192 kB
 osm_mountain_peak_point                      | osm_mountain_peak_point_geom_geohash                  |        1 |         3939 |          3939 | 176 kB
